movie_id,title,release_year,genre,rating,votes,duration,description,director,cast,country,language,certificate,budget,revenue,keywords,mood,weather_suitable,time_suitable,imdb_id,poster_url,cluster
MOV_00280,In Quest,1968,Drama,3.5,599298,135,"A energetic drama film that's perfect for rainy evening. Directed by Steven Spielberg, this movie explores themes of friendship.",Greta Gerwig,Leonardo DiCaprio and Brad Pitt,India,Portuguese,R,70994637,819226618,"energetic,rainy,evening,drama",energetic,rainy,evening,tt3262755,https://example.com/posters/movie_280.jpg,1
MOV_00281,Beyond Quest,2011,History,6.6,771503,105,"A peaceful history film that's perfect for stormy afternoon. Directed by Taika Waititi, this movie explores themes of redemption.",David Fincher,Tom Hanks and Ryan Gosling,Mexico,Hindi,PG-13,49100763,121828027,"peaceful,stormy,afternoon,history",peaceful,stormy,afternoon,tt7938755,https://example.com/posters/movie_281.jpg,2
MOV_00282,A Dream,1986,Documentary,8.0,177577,124,"A mysterious documentary film that's perfect for stormy morning. Directed by Damien Chazelle, this movie explores themes of friendship.",Ava DuVernay,Meryl Streep and Scarlett Johansson,USA,German,PG,201693511,168494290,"mysterious,stormy,morning,documentary",mysterious,stormy,morning,tt2439727,https://example.com/posters/movie_282.jpg,4
MOV_00283,Night Shadow,1946,Horror,5.0,494178,111,"A uplifting horror film that's perfect for snowy morning. Directed by Christopher Nolan, this movie explores themes of adventure.",Peter Jackson,Meryl Streep and Jennifer Lawrence,Spain,Portuguese,PG-13,295634784,519645569,"uplifting,snowy,morning,horror",uplifting,snowy,morning,tt3371416,https://example.com/posters/movie_283.jpg,1
MOV_00284,The Fire,1988,Action,4.3,730461,154,"A energetic action film that's perfect for sunny evening. Directed by Tim Burton, this movie explores themes of love.",Ava DuVernay,Tom Hanks and Brad Pitt,India,Chinese,PG-13,194391178,929016025,"energetic,sunny,evening,action",energetic,sunny,evening,tt2810117,https://example.com/posters/movie_284.jpg,0
MOV_00285,Battle Storm,1977,Action,8.9,508305,163,"A inspiring action film that's perfect for stormy morning. Directed by Bong Joon-ho, this movie explores themes of love.",James Cameron,Meryl Streep and Scarlett Johansson,Spain,Arabic,G,22341908,266635280,"inspiring,stormy,morning,action",inspiring,stormy,morning,tt9882115,https://example.com/posters/movie_285.jpg,3
MOV_00286,Beyond Story,1982,Crime,5.3,317112,142,"A uplifting crime film that's perfect for snowy evening. Directed by David Fincher, this movie explores themes of friendship.",Tim Burton,Tom Hanks and Ryan Gosling,China,Hindi,G,298930793,301855850,"uplifting,snowy,evening,crime",uplifting,snowy,evening,tt4784649,https://example.com/posters/movie_286.jpg,3
MOV_00287,Heart Story,1983,Romance,9.2,642298,130,"A intense romance film that's perfect for cloudy late_night. Directed by David Fincher, this movie explores themes of mystery.",David Fincher,Meryl Streep and Scarlett Johansson,Japan,Russian,PG-13,242145870,583219061,"intense,cloudy,late_night,romance",intense,cloudy,late_night,tt3210769,https://example.com/posters/movie_287.jpg,2
MOV_00288,A Story,2023,Sci-Fi,8.9,451055,97,"A romantic sci-fi film that's perfect for foggy late_night. Directed by Ridley Scott, this movie explores themes of friendship.",James Cameron,Leonardo DiCaprio and Brad Pitt,Spain,Portuguese,G,99856841,342017812,"romantic,foggy,late_night,sci-fi",romantic,foggy,late_night,tt3441467,https://example.com/posters/movie_288.jpg,4
MOV_00289,Battle Fire,1980,Action,4.0,197162,132,"A dark action film that's perfect for foggy evening. Directed by Quentin Tarantino, this movie explores themes of redemption.",James Cameron,Tom Hanks and Ryan Gosling,Canada,Russian,NC-17,124969584,641337419,"dark,foggy,evening,action",dark,foggy,evening,tt4895376,https://example.com/posters/movie_289.jpg,1
MOV_00290,The Quest,1943,Fantasy,6.0,681221,125,"A energetic fantasy film that's perfect for stormy late_night. Directed by Damien Chazelle, this movie explores themes of redemption.",Greta Gerwig,Emma Stone and Scarlett Johansson,France,French,PG,122479424,35606221,"energetic,stormy,late_night,fantasy",energetic,stormy,late_night,tt7854988,https://example.com/posters/movie_290.jpg,1
MOV_00291,Operation Storm,1974,Action,9.0,460723,132,"A calm action film that's perfect for sunny afternoon. Directed by Ryan Coogler, this movie explores themes of adventure.",Ava DuVernay,Meryl Streep and Scarlett Johansson,India,English,NC-17,205211827,774309842,"calm,sunny,afternoon,action",calm,sunny,afternoon,tt6249548,https://example.com/posters/movie_291.jpg,4
MOV_00292,The Journey,2018,Family,8.7,257757,175,"A dark family film that's perfect for cloudy morning. Directed by Taika Waititi, this movie explores themes of friendship.",Greta Gerwig,Tom Hanks and Scarlett Johansson,Spain,Chinese,G,102925127,313651461,"dark,cloudy,morning,family",dark,cloudy,morning,tt8374490,https://example.com/posters/movie_292.jpg,3
MOV_00293,In Quest,1978,Family,7.0,57296,179,"A energetic family film that's perfect for cloudy evening. Directed by Taika Waititi, this movie explores themes of redemption.",Ava DuVernay,Emma Stone and Brad Pitt,Brazil,Portuguese,G,97514031,837156197,"energetic,cloudy,evening,family",energetic,cloudy,evening,tt3270069,https://example.com/posters/movie_293.jpg,3
MOV_00294,Beyond Journey,1992,Family,8.8,939409,121,"A energetic family film that's perfect for cloudy late_night. Directed by Peter Jackson, this movie explores themes of mystery.",Martin Scorsese,Leonardo DiCaprio and Ryan Gosling,Brazil,Chinese,PG,67327296,98915848,"energetic,cloudy,late_night,family",energetic,cloudy,late_night,tt2915369,https://example.com/posters/movie_294.jpg,2
MOV_00295,The Quest,2021,Biography,9.2,397173,126,"A intense biography film that's perfect for stormy late_night. Directed by Bong Joon-ho, this movie explores themes of mystery.",Steven Spielberg,Meryl Streep and Ryan Gosling,Canada,Chinese,PG,88039711,933886806,"intense,stormy,late_night,biography",intense,stormy,late_night,tt3426109,https://example.com/posters/movie_295.jpg,4
MOV_00296,In Dream,1946,Thriller,7.1,123364,133,"A intense thriller film that's perfect for cloudy evening. Directed by Ridley Scott, this movie explores themes of redemption.",Christopher Nolan,Leonardo DiCaprio and Brad Pitt,Italy,Italian,R,292789960,867997739,"intense,cloudy,evening,thriller",intense,cloudy,evening,tt1096478,https://example.com/posters/movie_296.jpg,4
MOV_00297,A Quest,2003,Sport,3.5,629352,110,"A dark sport film that's perfect for cloudy night. Directed by Christopher Nolan, this movie explores themes of redemption.",Bong Joon-ho,Leonardo DiCaprio and Jennifer Lawrence,USA,French,PG,30562226,702450705,"dark,cloudy,night,sport",dark,cloudy,night,tt6855581,https://example.com/posters/movie_297.jpg,0
MOV_00298,Wild Tales,1958,Comedy,5.7,187006,84,"A melancholic comedy film that's perfect for sunny morning. Directed by James Cameron, this movie explores themes of adventure.",Bong Joon-ho,Meryl Streep and Scarlett Johansson,Brazil,Russian,PG-13,20241478,100993584,"melancholic,sunny,morning,comedy",melancholic,sunny,morning,tt6021328,https://example.com/posters/movie_298.jpg,4
MOV_00299,The Quest,1987,Mystery,6.1,128050,128,"A funny mystery film that's perfect for sunny evening. Directed by Tim Burton, this movie explores themes of adventure.",Taika Waititi,Emma Stone and Jennifer Lawrence,Brazil,German,NC-17,32237612,118362383,"funny,sunny,evening,mystery",funny,sunny,evening,tt9874251,https://example.com/posters/movie_299.jpg,4
MOV_00300,In Quest,2001,Drama,6.4,653618,172,"A dramatic drama film that's perfect for snowy evening. Directed by Damien Chazelle, this movie explores themes of redemption.",Ryan Coogler,Emma Stone and Scarlett Johansson,Mexico,French,NC-17,125941479,761839571,"dramatic,snowy,evening,drama",dramatic,snowy,evening,tt5873580,https://example.com/posters/movie_300.jpg,3
MOV_00301,The Quest,1940,Sci-Fi,8.2,434873,95,"A peaceful sci-fi film that's perfect for sunny afternoon. Directed by Jordan Peele, this movie explores themes of love.",Denis Villeneuve,Leonardo DiCaprio and Jennifer Lawrence,USA,Chinese,PG,152197184,274178728,"peaceful,sunny,afternoon,sci-fi",peaceful,sunny,afternoon,tt2138100,https://example.com/posters/movie_301.jpg,4
MOV_00302,In Journey,1978,Crime,5.2,759684,144,"A melancholic crime film that's perfect for foggy evening. Directed by Christopher Nolan, this movie explores themes of redemption.",Peter Jackson,Leonardo DiCaprio and Ryan Gosling,China,Chinese,R,255745488,857045379,"melancholic,foggy,evening,crime",melancholic,foggy,evening,tt1596568,https://example.com/posters/movie_302.jpg,1
MOV_00303,Forever Dream,2001,Romance,8.4,313984,99,"A dark romance film that's perfect for cloudy morning. Directed by Denis Villeneuve, this movie explores themes of friendship.",Bong Joon-ho,Tom Hanks and Jennifer Lawrence,Canada,Chinese,PG-13,190835163,72095709,"dark,cloudy,morning,romance",dark,cloudy,morning,tt3504920,https://example.com/posters/movie_303.jpg,4
MOV_00304,Beyond Story,1943,Adventure,4.2,122620,123,"A dramatic adventure film that's perfect for stormy night. Directed by Wes Anderson, this movie explores themes of adventure.",Steven Spielberg,Leonardo DiCaprio and Scarlett Johansson,UK,Italian,PG,200492413,486230723,"dramatic,stormy,night,adventure",dramatic,stormy,night,tt6077267,https://example.com/posters/movie_304.jpg,1
MOV_00305,A Journey,2007,Sci-Fi,8.9,465430,118,"A mysterious sci-fi film that's perfect for sunny afternoon. Directed by Taika Waititi, this movie explores themes of love.",Ryan Coogler,Meryl Streep and Jennifer Lawrence,South Korea,Italian,NC-17,167622563,833722445,"mysterious,sunny,afternoon,sci-fi",mysterious,sunny,afternoon,tt6491819,https://example.com/posters/movie_305.jpg,4
MOV_00306,Heart Journey,1952,Romance,5.5,906919,146,"A intense romance film that's perfect for sunny night. Directed by Taika Waititi, this movie explores themes of love.",Christopher Nolan,Leonardo DiCaprio and Brad Pitt,Australia,Russian,G,179933575,502304182,"intense,sunny,night,romance",intense,sunny,night,tt1774096,https://example.com/posters/movie_306.jpg,1
MOV_00307,Dark Scream,2006,Horror,5.1,201998,178,"A dramatic horror film that's perfect for snowy afternoon. Directed by Wes Anderson, this movie explores themes of adventure.",Bong Joon-ho,Leonardo DiCaprio and Scarlett Johansson,Australia,Spanish,PG-13,81165954,170110063,"dramatic,snowy,afternoon,horror",dramatic,snowy,afternoon,tt5590865,https://example.com/posters/movie_307.jpg,3
MOV_00308,The Whisper,1941,Horror,5.1,148533,159,"A funny horror film that's perfect for snowy late_night. Directed by Wes Anderson, this movie explores themes of friendship.",David Fincher,Meryl Streep and Brad Pitt,Japan,Russian,PG-13,291220121,477363024,"funny,snowy,late_night,horror",funny,snowy,late_night,tt1851044,https://example.com/posters/movie_308.jpg,1
MOV_00309,Love Story,1943,Romance,5.8,187777,140,"A inspiring romance film that's perfect for sunny morning. Directed by Ava DuVernay, this movie explores themes of friendship.",Damien Chazelle,Leonardo DiCaprio and Ryan Gosling,Russia,German,NC-17,43168851,991831766,"inspiring,sunny,morning,romance",inspiring,sunny,morning,tt8813071,https://example.com/posters/movie_309.jpg,1
MOV_00310,Beyond Journey,1956,Musical,6.1,993571,91,"A dark musical film that's perfect for snowy night. Directed by David Fincher, this movie explores themes of redemption.",Tim Burton,Leonardo DiCaprio and Scarlett Johansson,France,Arabic,PG-13,175354783,487708987,"dark,snowy,night,musical",dark,snowy,night,tt9179005,https://example.com/posters/movie_310.jpg,2
MOV_00311,The Fire,1948,Action,4.8,365649,140,"A dark action film that's perfect for cloudy afternoon. Directed by Ridley Scott, this movie explores themes of friendship.",Quentin Tarantino,Emma Stone and Brad Pitt,South Korea,Portuguese,G,163198432,573031195,"dark,cloudy,afternoon,action",dark,cloudy,afternoon,tt8733874,https://example.com/posters/movie_311.jpg,1
MOV_00312,A Story,2015,Family,5.5,357364,132,"A funny family film that's perfect for rainy night. Directed by Peter Jackson, this movie explores themes of friendship.",Jordan Peele,Emma Stone and Ryan Gosling,Spain,Arabic,PG,93924546,712474491,"funny,rainy,night,family",funny,rainy,night,tt2306851,https://example.com/posters/movie_312.jpg,0
MOV_00313,Beyond Dream,2002,Musical,4.1,425605,94,"A funny musical film that's perfect for sunny night. Directed by Martin Scorsese, this movie explores themes of friendship.",Quentin Tarantino,Emma Stone and Ryan Gosling,Italy,Chinese,G,49604538,234658861,"funny,sunny,night,musical",funny,sunny,night,tt3330636,https://example.com/posters/movie_313.jpg,0
MOV_00314,A Story,2021,Musical,5.5,606105,80,"A dark musical film that's perfect for stormy evening. Directed by Ava DuVernay, this movie explores themes of redemption.",Peter Jackson,Leonardo DiCaprio and Ryan Gosling,Canada,Chinese,PG-13,234392297,771722451,"dark,stormy,evening,musical",dark,stormy,evening,tt6775801,https://example.com/posters/movie_314.jpg,0
MOV_00315,Beyond Story,2014,Drama,8.9,55808,81,"A romantic drama film that's perfect for sunny evening. Directed by Christopher Nolan, this movie explores themes of friendship.",Damien Chazelle,Tom Hanks and Ryan Gosling,Russia,English,PG,232775494,755005004,"romantic,sunny,evening,drama",romantic,sunny,evening,tt7614724,https://example.com/posters/movie_315.jpg,4
MOV_00316,Beyond Quest,1988,Mystery,6.1,197470,131,"A funny mystery film that's perfect for rainy afternoon. Directed by Bong Joon-ho, this movie explores themes of mystery.",Damien Chazelle,Emma Stone and Jennifer Lawrence,Japan,Chinese,PG,73089656,13458366,"funny,rainy,afternoon,mystery",funny,rainy,afternoon,tt2203698,https://example.com/posters/movie_316.jpg,4
MOV_00317,Battle Shadow,1958,Action,7.2,436156,172,"A energetic action film that's perfect for sunny afternoon. Directed by Ava DuVernay, this movie explores themes of friendship.",Jordan Peele,Meryl Streep and Scarlett Johansson,Spain,Hindi,NC-17,242616480,414084285,"energetic,sunny,afternoon,action",energetic,sunny,afternoon,tt6961066,https://example.com/posters/movie_317.jpg,3
MOV_00318,The Quest,1963,Fantasy,4.8,971673,134,"A intense fantasy film that's perfect for rainy late_night. Directed by Bong Joon-ho, this movie explores themes of friendship.",Damien Chazelle,Tom Hanks and Brad Pitt,Canada,Italian,PG-13,61754657,624058861,"intense,rainy,late_night,fantasy",intense,rainy,late_night,tt9078781,https://example.com/posters/movie_318.jpg,1
MOV_00319,In Quest,1958,Drama,8.8,92842,173,"A funny drama film that's perfect for sunny late_night. Directed by David Fincher, this movie explores themes of mystery.",Martin Scorsese,Leonardo DiCaprio and Brad Pitt,China,Korean,NC-17,6789292,504444049,"funny,sunny,late_night,drama",funny,sunny,late_night,tt8617439,https://example.com/posters/movie_319.jpg,3
MOV_00320,In Quest,2000,War,4.1,728913,153,"A mysterious war film that's perfect for snowy evening. Directed by Wes Anderson, this movie explores themes of friendship.",Tim Burton,Tom Hanks and Scarlett Johansson,Canada,French,NC-17,28713212,705718104,"mysterious,snowy,evening,war",mysterious,snowy,evening,tt5894806,https://example.com/posters/movie_320.jpg,0
MOV_00321,Beyond Journey,1943,Sport,8.5,291445,116,"A energetic sport film that's perfect for stormy morning. Directed by Tim Burton, this movie explores themes of redemption.",Tim Burton,Leonardo DiCaprio and Ryan Gosling,USA,Arabic,G,94745092,978246245,"energetic,stormy,morning,sport",energetic,stormy,morning,tt3535634,https://example.com/posters/movie_321.jpg,4
MOV_00322,In Story,1987,Biography,8.6,359602,102,"A dark biography film that's perfect for rainy late_night. Directed by Martin Scorsese, this movie explores themes of redemption.",Ridley Scott,Emma Stone and Scarlett Johansson,Mexico,Hindi,PG,237322525,780535586,"dark,rainy,late_night,biography",dark,rainy,late_night,tt3806547,https://example.com/posters/movie_322.jpg,4
MOV_00323,In Journey,2013,Sci-Fi,3.3,486654,173,"A peaceful sci-fi film that's perfect for snowy morning. Directed by Greta Gerwig, this movie explores themes of mystery.",Wes Anderson,Emma Stone and Jennifer Lawrence,India,Chinese,R,255793340,282991615,"peaceful,snowy,morning,sci-fi",peaceful,snowy,morning,tt3435210,https://example.com/posters/movie_323.jpg,0
MOV_00324,In Quest,1995,War,9.3,716147,81,"A inspiring war film that's perfect for foggy evening. Directed by Steven Spielberg, this movie explores themes of love.",Bong Joon-ho,Leonardo DiCaprio and Scarlett Johansson,Canada,Chinese,PG-13,180834257,291260461,"inspiring,foggy,evening,war",inspiring,foggy,evening,tt5480989,https://example.com/posters/movie_324.jpg,2
MOV_00325,Silent Curse,1972,Horror,7.8,617422,163,"A peaceful horror film that's perfect for foggy afternoon. Directed by Peter Jackson, this movie explores themes of friendship.",Denis Villeneuve,Meryl Streep and Ryan Gosling,Spain,English,G,37481430,13843471,"peaceful,foggy,afternoon,horror",peaceful,foggy,afternoon,tt7899609,https://example.com/posters/movie_325.jpg,3
MOV_00326,Silent Shadow,2007,Horror,4.6,35795,93,"A calm horror film that's perfect for foggy evening. Directed by Christopher Nolan, this movie explores themes of friendship.",Martin Scorsese,Tom Hanks and Jennifer Lawrence,Canada,Chinese,G,65412222,93756659,"calm,foggy,evening,horror",calm,foggy,evening,tt3179482,https://example.com/posters/movie_326.jpg,0
MOV_00327,A Journey,2024,Family,4.9,692661,177,"A intense family film that's perfect for rainy evening. Directed by Martin Scorsese, this movie explores themes of mystery.",Tim Burton,Emma Stone and Ryan Gosling,Japan,French,G,149867582,835411164,"intense,rainy,evening,family",intense,rainy,evening,tt2046686,https://example.com/posters/movie_327.jpg,0
MOV_00328,The Dream,1989,Family,3.5,973793,122,"A romantic family film that's perfect for rainy night. Directed by Peter Jackson, this movie explores themes of friendship.",Greta Gerwig,Meryl Streep and Scarlett Johansson,UK,French,NC-17,232527502,235490716,"romantic,rainy,night,family",romantic,rainy,night,tt2782574,https://example.com/posters/movie_328.jpg,0
MOV_00329,The Journey,1973,Biography,8.1,19776,93,"A melancholic biography film that's perfect for stormy evening. Directed by Ryan Coogler, this movie explores themes of redemption.",Christopher Nolan,Tom Hanks and Scarlett Johansson,Japan,French,PG-13,211093890,618015275,"melancholic,stormy,evening,biography",melancholic,stormy,evening,tt1062138,https://example.com/posters/movie_329.jpg,4
MOV_00330,Beyond Quest,2002,War,4.5,403197,141,"A intense war film that's perfect for sunny late_night. Directed by Ryan Coogler, this movie explores themes of love.",Bong Joon-ho,Leonardo DiCaprio and Ryan Gosling,Australia,Japanese,R,30632412,679897450,"intense,sunny,late_night,war",intense,sunny,late_night,tt2521139,https://example.com/posters/movie_330.jpg,0
MOV_00331,The Quest,2008,Animation,4.1,41341,123,"A romantic animation film that's perfect for foggy afternoon. Directed by Greta Gerwig, this movie explores themes of redemption.",Wes Anderson,Emma Stone and Brad Pitt,Australia,Arabic,PG-13,262189603,92120392,"romantic,foggy,afternoon,animation",romantic,foggy,afternoon,tt8348147,https://example.com/posters/movie_331.jpg,0
MOV_00332,A Journey,1957,Sci-Fi,6.2,66152,84,"A intense sci-fi film that's perfect for stormy afternoon. Directed by Bong Joon-ho, this movie explores themes of adventure.",Ryan Coogler,Emma Stone and Brad Pitt,USA,Korean,G,182311292,846870756,"intense,stormy,afternoon,sci-fi",intense,stormy,afternoon,tt1718308,https://example.com/posters/movie_332.jpg,4
MOV_00333,Beyond Story,1955,Family,9.0,38769,107,"A intense family film that's perfect for stormy afternoon. Directed by Ridley Scott, this movie explores themes of mystery.",Christopher Nolan,Emma Stone and Brad Pitt,Germany,Arabic,PG,8712261,185950962,"intense,stormy,afternoon,family",intense,stormy,afternoon,tt1838156,https://example.com/posters/movie_333.jpg,4
MOV_00334,A Journey,1952,Crime,6.9,645633,138,"A melancholic crime film that's perfect for sunny night. Directed by David Fincher, this movie explores themes of love.",Peter Jackson,Emma Stone and Ryan Gosling,Mexico,Arabic,R,175072311,130710628,"melancholic,sunny,night,crime",melancholic,sunny,night,tt3304005,https://example.com/posters/movie_334.jpg,2
MOV_00335,The Story,1967,Mystery,4.8,794448,177,"A mysterious mystery film that's perfect for sunny morning. Directed by Jordan Peele, this movie explores themes of redemption.",Damien Chazelle,Meryl Streep and Scarlett Johansson,Germany,Russian,G,72602946,108339659,"mysterious,sunny,morning,mystery",mysterious,sunny,morning,tt7310431,https://example.com/posters/movie_335.jpg,3
MOV_00336,The Journey,1942,Thriller,7.6,622671,142,"A uplifting thriller film that's perfect for rainy morning. Directed by Wes Anderson, this movie explores themes of mystery.",Ryan Coogler,Meryl Streep and Jennifer Lawrence,France,Chinese,PG-13,281830121,484633860,"uplifting,rainy,morning,thriller",uplifting,rainy,morning,tt7912738,https://example.com/posters/movie_336.jpg,2
MOV_00337,The Story,1962,Fantasy,9.2,657758,158,"A intense fantasy film that's perfect for cloudy late_night. Directed by Wes Anderson, this movie explores themes of adventure.",Jordan Peele,Tom Hanks and Jennifer Lawrence,Germany,Spanish,NC-17,52369876,665561301,"intense,cloudy,late_night,fantasy",intense,cloudy,late_night,tt7071696,https://example.com/posters/movie_337.jpg,2
MOV_00338,Beyond Story,2004,Western,3.7,156565,108,"A romantic western film that's perfect for sunny afternoon. Directed by Ryan Coogler, this movie explores themes of mystery.",James Cameron,Meryl Streep and Brad Pitt,USA,Chinese,PG-13,154042849,226045286,"romantic,sunny,afternoon,western",romantic,sunny,afternoon,tt8292580,https://example.com/posters/movie_338.jpg,0
MOV_00339,Beyond Journey,1982,Adventure,9.0,184531,158,"A melancholic adventure film that's perfect for foggy morning. Directed by James Cameron, this movie explores themes of love.",Ryan Coogler,Tom Hanks and Brad Pitt,China,German,R,176005053,450968984,"melancholic,foggy,morning,adventure",melancholic,foggy,morning,tt4334495,https://example.com/posters/movie_339.jpg,3
MOV_00340,The Dream,1969,Mystery,7.8,912241,179,"A calm mystery film that's perfect for sunny afternoon. Directed by Peter Jackson, this movie explores themes of mystery.",David Fincher,Tom Hanks and Scarlett Johansson,Canada,Italian,G,235003274,156629507,"calm,sunny,afternoon,mystery",calm,sunny,afternoon,tt4626649,https://example.com/posters/movie_340.jpg,2
MOV_00341,Beyond Dream,1998,Sport,7.1,282895,102,"A energetic sport film that's perfect for cloudy afternoon. Directed by Peter Jackson, this movie explores themes of adventure.",Ridley Scott,Tom Hanks and Brad Pitt,Japan,French,G,250931821,493395371,"energetic,cloudy,afternoon,sport",energetic,cloudy,afternoon,tt8016631,https://example.com/posters/movie_341.jpg,4
MOV_00342,In Story,1983,Thriller,6.8,579706,108,"A peaceful thriller film that's perfect for stormy afternoon. Directed by David Fincher, this movie explores themes of love.",Jordan Peele,Emma Stone and Jennifer Lawrence,Canada,Italian,R,150878724,16573397,"peaceful,stormy,afternoon,thriller",peaceful,stormy,afternoon,tt8182500,https://example.com/posters/movie_342.jpg,2
MOV_00343,Beyond Story,1971,Fantasy,8.8,438165,121,"A dramatic fantasy film that's perfect for rainy late_night. Directed by Steven Spielberg, this movie explores themes of love.",Ryan Coogler,Tom Hanks and Scarlett Johansson,Spain,Hindi,R,53612922,486805219,"dramatic,rainy,late_night,fantasy",dramatic,rainy,late_night,tt9309504,https://example.com/posters/movie_343.jpg,4
MOV_00344,The Quest,1950,Fantasy,4.9,679199,151,"A calm fantasy film that's perfect for rainy evening. Directed by Martin Scorsese, this movie explores themes of love.",Ryan Coogler,Leonardo DiCaprio and Jennifer Lawrence,Brazil,Italian,NC-17,14106883,489381587,"calm,rainy,evening,fantasy",calm,rainy,evening,tt8780612,https://example.com/posters/movie_344.jpg,1
MOV_00345,Soul Promise,1991,Romance,8.6,74232,103,"A intense romance film that's perfect for foggy morning. Directed by Greta Gerwig, this movie explores themes of adventure.",Taika Waititi,Tom Hanks and Ryan Gosling,India,Japanese,NC-17,292217631,618647827,"intense,foggy,morning,romance",intense,foggy,morning,tt4475340,https://example.com/posters/movie_345.jpg,4
MOV_00346,The Dream,2019,Drama,5.4,649308,122,"A uplifting drama film that's perfect for sunny night. Directed by Steven Spielberg, this movie explores themes of adventure.",Damien Chazelle,Meryl Streep and Brad Pitt,Spain,Arabic,PG,75306048,360628007,"uplifting,sunny,night,drama",uplifting,sunny,night,tt5003592,https://example.com/posters/movie_346.jpg,0
MOV_00347,Beyond Story,1954,Western,5.3,280445,163,"A intense western film that's perfect for rainy evening. Directed by Taika Waititi, this movie explores themes of mystery.",Tim Burton,Tom Hanks and Brad Pitt,South Korea,Korean,R,262041083,539427940,"intense,rainy,evening,western",intense,rainy,evening,tt9836267,https://example.com/posters/movie_347.jpg,3
MOV_00348,Dark Curse,2000,Horror,4.2,927019,170,"A dramatic horror film that's perfect for snowy morning. Directed by Ava DuVernay, this movie explores themes of love.",Martin Scorsese,Emma Stone and Jennifer Lawrence,Japan,Spanish,G,89458189,297291256,"dramatic,snowy,morning,horror",dramatic,snowy,morning,tt2879460,https://example.com/posters/movie_348.jpg,0
MOV_00349,Heart Story,2003,Romance,9.1,497025,99,"A romantic romance film that's perfect for cloudy late_night. Directed by Damien Chazelle, this movie explores themes of mystery.",Ava DuVernay,Tom Hanks and Ryan Gosling,Germany,Spanish,G,125730179,897518070,"romantic,cloudy,late_night,romance",romantic,cloudy,late_night,tt9717785,https://example.com/posters/movie_349.jpg,4
MOV_00350,In Dream,1992,Mystery,8.5,466985,154,"A dark mystery film that's perfect for stormy late_night. Directed by Ava DuVernay, this movie explores themes of adventure.",Ridley Scott,Leonardo DiCaprio and Jennifer Lawrence,Mexico,Japanese,PG,260976042,400327067,"dark,stormy,late_night,mystery",dark,stormy,late_night,tt5834292,https://example.com/posters/movie_350.jpg,3
MOV_00351,Wild Mishaps,1958,Comedy,7.6,299202,125,"A energetic comedy film that's perfect for stormy afternoon. Directed by James Cameron, this movie explores themes of redemption.",Ridley Scott,Meryl Streep and Jennifer Lawrence,UK,English,PG-13,68899951,474400575,"energetic,stormy,afternoon,comedy",energetic,stormy,afternoon,tt5368907,https://example.com/posters/movie_351.jpg,4
MOV_00352,The Dream,1963,Animation,5.9,170595,106,"A mysterious animation film that's perfect for rainy evening. Directed by Bong Joon-ho, this movie explores themes of adventure.",Quentin Tarantino,Tom Hanks and Scarlett Johansson,China,Italian,PG,246908746,997229787,"mysterious,rainy,evening,animation",mysterious,rainy,evening,tt6372365,https://example.com/posters/movie_352.jpg,4
MOV_00353,Soul Dream,1940,Romance,7.3,838516,174,"A dark romance film that's perfect for snowy late_night. Directed by Ava DuVernay, this movie explores themes of adventure.",Quentin Tarantino,Emma Stone and Brad Pitt,France,Chinese,NC-17,63747379,331800749,"dark,snowy,late_night,romance",dark,snowy,late_night,tt1416001,https://example.com/posters/movie_353.jpg,2
MOV_00354,Beyond Dream,2019,Family,7.0,204729,108,"A melancholic family film that's perfect for snowy morning. Directed by Taika Waititi, this movie explores themes of redemption.",Tim Burton,Meryl Streep and Brad Pitt,UK,Portuguese,R,47910134,550527664,"melancholic,snowy,morning,family",melancholic,snowy,morning,tt7617330,https://example.com/posters/movie_354.jpg,4
MOV_00355,The Dream,2002,Sci-Fi,5.4,391041,120,"A inspiring sci-fi film that's perfect for rainy night. Directed by Christopher Nolan, this movie explores themes of adventure.",Damien Chazelle,Leonardo DiCaprio and Ryan Gosling,Italy,Portuguese,G,116800455,782526591,"inspiring,rainy,night,sci-fi",inspiring,rainy,night,tt8452780,https://example.com/posters/movie_355.jpg,0
MOV_00356,A Quest,1996,Documentary,8.4,627081,116,"A intense documentary film that's perfect for cloudy afternoon. Directed by Martin Scorsese, this movie explores themes of redemption.",Peter Jackson,Leonardo DiCaprio and Scarlett Johansson,Russia,Portuguese,PG-13,36495637,635236627,"intense,cloudy,afternoon,documentary",intense,cloudy,afternoon,tt7304414,https://example.com/posters/movie_356.jpg,2
MOV_00357,In Quest,1940,Drama,7.6,792030,132,"A energetic drama film that's perfect for stormy night. Directed by Ridley Scott, this movie explores themes of redemption.",James Cameron,Emma Stone and Ryan Gosling,Spain,Italian,G,163131202,897129032,"energetic,stormy,night,drama",energetic,stormy,night,tt6098837,https://example.com/posters/movie_357.jpg,2
MOV_00358,Beyond Story,2011,History,4.7,671770,174,"A uplifting history film that's perfect for sunny afternoon. Directed by Ryan Coogler, this movie explores themes of love.",Wes Anderson,Emma Stone and Jennifer Lawrence,Italy,Arabic,PG,16269999,129156091,"uplifting,sunny,afternoon,history",uplifting,sunny,afternoon,tt5650930,https://example.com/posters/movie_358.jpg,0
