recipe_id,name,author,description,category,cuisine_type,keywords,ingredients,cooking_time,prep_time,total_time,servings,calories,rating,review_count,difficulty_level,mood,occasion,instructions,image_urls
FOOD_01509,Italian Tomato Soup,Chef David,A light italian soup perfect for hangover. This light dish is flavorful and great for hangover.,Soup,Italian,"light,hangover,italian,soup","herbs, lentils, eggs, tomatoes, chicken, onions, carrots, bread",28,88,116,10,436,3.4,466,Medium,light,hangover,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1509.jpg
FOOD_01510,Vietnamese Beverage,Chef Maria,A indulgent vietnamese beverage perfect for hangover. This indulgent dish is satisfying and great for hangover.,Beverage,Vietnamese,"indulgent,hangover,vietnamese,beverage","beef, eggs, fish, spices, vegetables, potatoes, chicken, garlic, bread, tomatoes, spinach",53,104,157,3,618,4.2,1170,Easy,indulgent,hangover,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1510.jpg
FOOD_01511,French Lunch,Chef David,A indulgent french lunch perfect for rainy_day. This indulgent dish is delicious and great for rainy_day.,Lunch,French,"indulgent,rainy_day,french,lunch","bread, lentils, potatoes, beef, carrots, fish",17,50,67,6,697,3.9,2080,Medium,indulgent,rainy_day,1. Prepare ingredients. 2. Cook according to French tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1511.jpg
FOOD_01512,Japanese Appetizer,Chef Sarah,A comforting japanese appetizer perfect for party. This comforting dish is satisfying and great for party.,Appetizer,Japanese,"comforting,party,japanese,appetizer","spices, beef, chicken, pasta, herbs, bread, garlic, tomatoes, fish, rice, eggs, beans, spinach",26,61,87,10,379,4.8,20,Easy,comforting,party,1. Prepare ingredients. 2. Cook according to Japanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1512.jpg
FOOD_01513,Greek Side Dish,Chef John,A refreshing greek side dish perfect for rainy_day. This refreshing dish is flavorful and great for rainy_day.,Side Dish,Greek,"refreshing,rainy_day,greek,side dish","potatoes, onions, vegetables, carrots, cheese, mushrooms, lentils, spices, bread",120,117,237,6,191,4.7,1175,Hard,refreshing,rainy_day,1. Prepare ingredients. 2. Cook according to Greek tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1513.jpg
FOOD_01514,Mediterranean Lunch,Chef Lisa,A hearty mediterranean lunch perfect for party. This hearty dish is delicious and great for party.,Lunch,Mediterranean,"hearty,party,mediterranean,lunch","beans, garlic, herbs, fish, spices, carrots",40,61,101,11,557,4.8,4203,Hard,hearty,party,1. Prepare ingredients. 2. Cook according to Mediterranean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1514.jpg
FOOD_01515,Thai Dinner,Chef Sarah,A cooling thai dinner perfect for sunny_day. This cooling dish is flavorful and great for sunny_day.,Dinner,Thai,"cooling,sunny_day,thai,dinner","spinach, beans, chicken, pasta, herbs, garlic, lentils, rice, bread, fish, tomatoes",49,96,145,11,757,3.1,2619,Easy,cooling,sunny_day,1. Prepare ingredients. 2. Cook according to Thai tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1515.jpg
FOOD_01516,Brazilian Dinner,Chef David,A healthy brazilian dinner perfect for rainy_day. This healthy dish is satisfying and great for rainy_day.,Dinner,Brazilian,"healthy,rainy_day,brazilian,dinner","chicken, potatoes, pasta, carrots, cheese, bread, beans, garlic, spinach, mushrooms, spices, herbs, rice, tomatoes",29,99,128,4,646,4.1,2758,Medium,healthy,rainy_day,1. Prepare ingredients. 2. Cook according to Brazilian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1516.jpg
FOOD_01517,Chinese Sauce,Chef Michael,A indulgent chinese sauce perfect for date_night. This indulgent dish is delicious and great for date_night.,Sauce,Chinese,"indulgent,date_night,chinese,sauce","rice, lentils, eggs, carrots, herbs, spinach, pasta, tomatoes, potatoes, cheese, fish, chicken, beef",168,38,206,1,251,3.5,4825,Hard,indulgent,date_night,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1517.jpg
FOOD_01518,Korean Sauce,Chef John,A hearty korean sauce perfect for picnic. This hearty dish is delicious and great for picnic.,Sauce,Korean,"hearty,picnic,korean,sauce","garlic, spinach, pasta, mushrooms, rice, potatoes, vegetables, fish, tomatoes, herbs, lentils, beans, cheese, onions, spices",146,14,160,12,543,3.5,241,Medium,hearty,picnic,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1518.jpg
FOOD_01519,Thai Appetizer,Chef John,A light thai appetizer perfect for picnic. This light dish is satisfying and great for picnic.,Appetizer,Thai,"light,picnic,thai,appetizer","beans, spinach, mushrooms, garlic, lentils, eggs, onions, vegetables, cheese, potatoes, carrots, spices, bread",31,71,102,3,672,3.9,774,Medium,light,picnic,1. Prepare ingredients. 2. Cook according to Thai tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1519.jpg
FOOD_01520,Moroccan Dinner,Chef David,A light moroccan dinner perfect for date_night. This light dish is delicious and great for date_night.,Dinner,Moroccan,"light,date_night,moroccan,dinner","vegetables, spinach, eggs",53,115,168,9,275,3.5,4333,Easy,light,date_night,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1520.jpg
FOOD_01521,Italian Citrus Mousse,Chef David,A light italian dessert perfect for party. This light dish is nutritious and great for party.,Dessert,Italian,"light,party,italian,dessert","rice, bread, mushrooms, tomatoes, onions, chicken, eggs, carrots, fish, herbs, cheese, beans",100,117,217,5,584,4.3,3384,Medium,light,party,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1521.jpg
FOOD_01522,Spanish Chocolate Mousse,Chef Maria,A satisfying spanish dessert perfect for sunny_day. This satisfying dish is satisfying and great for sunny_day.,Dessert,Spanish,"satisfying,sunny_day,spanish,dessert","mushrooms, rice, spices, lentils, bread, eggs, beans, onions, vegetables, tomatoes",75,85,160,10,722,4.5,2345,Easy,satisfying,sunny_day,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1522.jpg
FOOD_01523,Turkish Snack,Chef Lisa,A energizing turkish snack perfect for rainy_day. This energizing dish is nutritious and great for rainy_day.,Snack,Turkish,"energizing,rainy_day,turkish,snack","beef, pasta, onions, spices, vegetables, cheese, tomatoes, bread, spinach, chicken, lentils, potatoes, fish, carrots, mushrooms",103,102,205,10,791,4.9,720,Easy,energizing,rainy_day,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1523.jpg
FOOD_01524,Lebanese Appetizer,Chef Maria,A cooling lebanese appetizer perfect for picnic. This cooling dish is satisfying and great for picnic.,Appetizer,Lebanese,"cooling,picnic,lebanese,appetizer","onions, tomatoes, rice",146,35,181,11,661,4.5,1056,Medium,cooling,picnic,1. Prepare ingredients. 2. Cook according to Lebanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1524.jpg
FOOD_01525,Peruvian Dinner,Chef John,A hearty peruvian dinner perfect for sunny_day. This hearty dish is nutritious and great for sunny_day.,Dinner,Peruvian,"hearty,sunny_day,peruvian,dinner","mushrooms, garlic, eggs, chicken, tomatoes, beans, vegetables, bread, herbs",99,26,125,4,421,4.8,2504,Easy,hearty,sunny_day,1. Prepare ingredients. 2. Cook according to Peruvian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1525.jpg
FOOD_01526,Mexican Salad,Chef Maria,A energizing mexican salad perfect for sunny_day. This energizing dish is nutritious and great for sunny_day.,Salad,Mexican,"energizing,sunny_day,mexican,salad","chicken, lentils, potatoes, mushrooms, spinach",33,68,101,12,598,3.6,2691,Hard,energizing,sunny_day,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1526.jpg
FOOD_01527,Mexican Chocolate Mousse,Chef Michael,A refreshing mexican dessert perfect for hangover. This refreshing dish is flavorful and great for hangover.,Dessert,Mexican,"refreshing,hangover,mexican,dessert","beans, rice, mushrooms, chicken, eggs",60,94,154,4,685,3.2,1031,Hard,refreshing,hangover,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1527.jpg
FOOD_01528,Korean Side Dish,Chef John,A cooling korean side dish perfect for rainy_day. This cooling dish is delicious and great for rainy_day.,Side Dish,Korean,"cooling,rainy_day,korean,side dish","mushrooms, spices, herbs, tomatoes, pasta, garlic, lentils",72,64,136,6,316,3.4,4173,Easy,cooling,rainy_day,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1528.jpg
FOOD_01529,Chinese Side Dish,Chef Lisa,A hearty chinese side dish perfect for party. This hearty dish is delicious and great for party.,Side Dish,Chinese,"hearty,party,chinese,side dish","beef, lentils, carrots, eggs, herbs, chicken, bread, spinach, vegetables, garlic, beans",146,65,211,3,587,3.0,310,Easy,hearty,party,1. Prepare ingredients. 2. Cook according to Chinese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1529.jpg
FOOD_01530,Moroccan Beverage,Chef David,A celebratory moroccan beverage perfect for party. This celebratory dish is satisfying and great for party.,Beverage,Moroccan,"celebratory,party,moroccan,beverage","vegetables, fish, mushrooms, lentils, onions, pasta, bread, cheese, tomatoes, rice, potatoes, herbs, chicken, garlic, carrots",159,64,223,8,158,3.3,726,Hard,celebratory,party,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1530.jpg
FOOD_01531,Japanese Breakfast,Chef Maria,A refreshing japanese breakfast perfect for date_night. This refreshing dish is nutritious and great for date_night.,Breakfast,Japanese,"refreshing,date_night,japanese,breakfast","spices, lentils, vegetables, herbs, mushrooms, onions, potatoes, tomatoes, fish",168,25,193,4,768,4.9,3691,Medium,refreshing,date_night,1. Prepare ingredients. 2. Cook according to Japanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1531.jpg
FOOD_01532,Vietnamese Fish Curry,Chef Michael,A refreshing vietnamese main course perfect for date_night. This refreshing dish is nutritious and great for date_night.,Main Course,Vietnamese,"refreshing,date_night,vietnamese,main course","potatoes, rice, lentils, chicken",72,35,107,3,248,4.9,614,Medium,refreshing,date_night,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1532.jpg
FOOD_01533,Japanese Salad,Chef David,A indulgent japanese salad perfect for family_dinner. This indulgent dish is nutritious and great for family_dinner.,Salad,Japanese,"indulgent,family_dinner,japanese,salad","onions, eggs, tomatoes, spices",146,14,160,11,555,3.1,4315,Medium,indulgent,family_dinner,1. Prepare ingredients. 2. Cook according to Japanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1533.jpg
FOOD_01534,Italian Breakfast,Chef Michael,A comforting italian breakfast perfect for summer_day. This comforting dish is nutritious and great for summer_day.,Breakfast,Italian,"comforting,summer_day,italian,breakfast","onions, spinach, garlic, tomatoes, bread, beans, lentils, pasta, chicken, potatoes, mushrooms, cheese, carrots",178,71,249,4,246,3.2,764,Easy,comforting,summer_day,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1534.jpg
FOOD_01535,Vietnamese Side Dish,Chef John,A relaxing vietnamese side dish perfect for party. This relaxing dish is nutritious and great for party.,Side Dish,Vietnamese,"relaxing,party,vietnamese,side dish","bread, tomatoes, fish, rice, eggs, lentils, mushrooms, beef, onions, cheese, spinach, vegetables",115,14,129,1,498,4.2,1809,Medium,relaxing,party,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1535.jpg
FOOD_01536,Moroccan Chicken Soup,Chef Sarah,A celebratory moroccan soup perfect for summer_day. This celebratory dish is nutritious and great for summer_day.,Soup,Moroccan,"celebratory,summer_day,moroccan,soup","carrots, beans, tomatoes, eggs, chicken, pasta, fish, cheese, lentils",151,18,169,3,276,4.3,2819,Easy,celebratory,summer_day,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1536.jpg
FOOD_01537,American Salad,Chef Maria,A satisfying american salad perfect for picnic. This satisfying dish is nutritious and great for picnic.,Salad,American,"satisfying,picnic,american,salad","mushrooms, fish, vegetables, garlic, onions",15,58,73,8,160,4.6,3404,Hard,satisfying,picnic,1. Prepare ingredients. 2. Cook according to American tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1537.jpg
FOOD_01538,Mexican Fish Grill,Chef Sarah,A light mexican main course perfect for date_night. This light dish is satisfying and great for date_night.,Main Course,Mexican,"light,date_night,mexican,main course","lentils, spinach, herbs, carrots, mushrooms",68,10,78,11,210,4.8,4471,Hard,light,date_night,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1538.jpg
FOOD_01539,Moroccan Breakfast,Chef Lisa,A warming moroccan breakfast perfect for party. This warming dish is flavorful and great for party.,Breakfast,Moroccan,"warming,party,moroccan,breakfast","potatoes, cheese, eggs, carrots, herbs, lentils, pasta, chicken, bread, spinach, beef, rice, mushrooms",179,45,224,12,685,4.6,1931,Hard,warming,party,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1539.jpg
FOOD_01540,Mediterranean Chicken Soup,Chef Lisa,A celebratory mediterranean soup perfect for rainy_day. This celebratory dish is satisfying and great for rainy_day.,Soup,Mediterranean,"celebratory,rainy_day,mediterranean,soup","vegetables, pasta, rice, onions",180,37,217,9,711,4.0,3854,Easy,celebratory,rainy_day,1. Prepare ingredients. 2. Cook according to Mediterranean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1540.jpg
FOOD_01541,Moroccan Side Dish,Chef David,A comforting moroccan side dish perfect for workout. This comforting dish is flavorful and great for workout.,Side Dish,Moroccan,"comforting,workout,moroccan,side dish","tomatoes, onions, beef, potatoes",16,77,93,9,673,4.9,1160,Medium,comforting,workout,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1541.jpg
FOOD_01542,American Lunch,Chef John,A relaxing american lunch perfect for movie_night. This relaxing dish is flavorful and great for movie_night.,Lunch,American,"relaxing,movie_night,american,lunch","onions, lentils, fish",23,28,51,3,120,4.8,725,Hard,relaxing,movie_night,1. Prepare ingredients. 2. Cook according to American tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1542.jpg
FOOD_01543,Mediterranean Berry Mousse,Chef Maria,A hearty mediterranean dessert perfect for study_session. This hearty dish is flavorful and great for study_session.,Dessert,Mediterranean,"hearty,study_session,mediterranean,dessert","herbs, beef, carrots, onions, vegetables, fish, spinach, cheese, garlic, rice, potatoes",69,31,100,2,207,4.1,3795,Hard,hearty,study_session,1. Prepare ingredients. 2. Cook according to Mediterranean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1543.jpg
FOOD_01544,Korean Beverage,Chef David,A refreshing korean beverage perfect for study_session. This refreshing dish is satisfying and great for study_session.,Beverage,Korean,"refreshing,study_session,korean,beverage","vegetables, eggs, mushrooms, herbs, beans, pasta, carrots, fish, garlic",26,70,96,12,416,4.9,3347,Easy,refreshing,study_session,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1544.jpg
FOOD_01545,Turkish Dinner,Chef Michael,A healthy turkish dinner perfect for movie_night. This healthy dish is delicious and great for movie_night.,Dinner,Turkish,"healthy,movie_night,turkish,dinner","rice, cheese, spinach, eggs, herbs, carrots, fish, beef",92,60,152,4,161,3.5,4078,Hard,healthy,movie_night,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1545.jpg
FOOD_01546,Spanish Vegetable Soup,Chef John,A cooling spanish soup perfect for party. This cooling dish is satisfying and great for party.,Soup,Spanish,"cooling,party,spanish,soup","tomatoes, bread, chicken, lentils, spinach, herbs, mushrooms, spices, eggs, vegetables, carrots, pasta",75,37,112,10,291,4.8,3275,Easy,cooling,party,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1546.jpg
FOOD_01547,French Appetizer,Chef John,A indulgent french appetizer perfect for party. This indulgent dish is delicious and great for party.,Appetizer,French,"indulgent,party,french,appetizer","spinach, lentils, rice, cheese, pasta, garlic, spices",82,75,157,5,524,3.5,2218,Hard,indulgent,party,1. Prepare ingredients. 2. Cook according to French tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1547.jpg
FOOD_01548,Turkish Beverage,Chef Lisa,A comforting turkish beverage perfect for picnic. This comforting dish is delicious and great for picnic.,Beverage,Turkish,"comforting,picnic,turkish,beverage","spices, cheese, mushrooms, herbs, pasta, carrots, vegetables, onions, beef, rice, eggs, lentils, potatoes, chicken",93,29,122,6,372,4.4,3502,Easy,comforting,picnic,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1548.jpg
FOOD_01549,Lebanese Salad,Chef Michael,A indulgent lebanese salad perfect for sunny_day. This indulgent dish is nutritious and great for sunny_day.,Salad,Lebanese,"indulgent,sunny_day,lebanese,salad","cheese, lentils, potatoes, vegetables, beans, tomatoes, bread",177,103,280,7,327,4.7,123,Medium,indulgent,sunny_day,1. Prepare ingredients. 2. Cook according to Lebanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1549.jpg
FOOD_01550,Spanish Dinner,Chef David,A relaxing spanish dinner perfect for date_night. This relaxing dish is nutritious and great for date_night.,Dinner,Spanish,"relaxing,date_night,spanish,dinner","chicken, potatoes, pasta, tomatoes, carrots, beef",95,17,112,2,364,3.5,3846,Easy,relaxing,date_night,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1550.jpg
FOOD_01551,French Snack,Chef John,A light french snack perfect for study_session. This light dish is satisfying and great for study_session.,Snack,French,"light,study_session,french,snack","fish, garlic, potatoes, spinach, tomatoes, pasta, chicken, spices, vegetables, bread, carrots, eggs, onions, mushrooms, rice",138,37,175,1,266,3.4,2744,Hard,light,study_session,1. Prepare ingredients. 2. Cook according to French tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1551.jpg
FOOD_01552,Korean Tomato Soup,Chef Michael,A indulgent korean soup perfect for summer_day. This indulgent dish is satisfying and great for summer_day.,Soup,Korean,"indulgent,summer_day,korean,soup","mushrooms, vegetables, herbs, bread, eggs, spices, cheese, lentils, fish, onions",88,84,172,11,257,4.4,480,Hard,indulgent,summer_day,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1552.jpg
FOOD_01553,Korean Beverage,Chef Michael,A refreshing korean beverage perfect for study_session. This refreshing dish is nutritious and great for study_session.,Beverage,Korean,"refreshing,study_session,korean,beverage","bread, spinach, mushrooms",47,111,158,12,167,4.4,2370,Medium,refreshing,study_session,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1553.jpg
FOOD_01554,Thai Lunch,Chef John,A celebratory thai lunch perfect for winter_day. This celebratory dish is flavorful and great for winter_day.,Lunch,Thai,"celebratory,winter_day,thai,lunch","eggs, cheese, lentils, onions",92,116,208,3,737,4.8,2834,Medium,celebratory,winter_day,1. Prepare ingredients. 2. Cook according to Thai tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1554.jpg
FOOD_01555,Korean Lunch,Chef Sarah,A light korean lunch perfect for study_session. This light dish is satisfying and great for study_session.,Lunch,Korean,"light,study_session,korean,lunch","vegetables, tomatoes, beans",36,19,55,12,576,4.3,3805,Easy,light,study_session,1. Prepare ingredients. 2. Cook according to Korean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1555.jpg
FOOD_01556,Vietnamese Snack,Chef David,A cooling vietnamese snack perfect for picnic. This cooling dish is flavorful and great for picnic.,Snack,Vietnamese,"cooling,picnic,vietnamese,snack","rice, beans, potatoes, tomatoes, spinach, vegetables, pasta, onions, fish, beef, lentils, mushrooms, cheese, carrots",135,54,189,11,320,3.0,3601,Hard,cooling,picnic,1. Prepare ingredients. 2. Cook according to Vietnamese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1556.jpg
FOOD_01557,Thai Snack,Chef John,A healthy thai snack perfect for party. This healthy dish is satisfying and great for party.,Snack,Thai,"healthy,party,thai,snack","potatoes, bread, cheese, fish, herbs, beef, lentils, beans, pasta, vegetables",128,92,220,7,467,4.3,903,Medium,healthy,party,1. Prepare ingredients. 2. Cook according to Thai tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1557.jpg
FOOD_01558,Lebanese Dinner,Chef John,A indulgent lebanese dinner perfect for sunny_day. This indulgent dish is flavorful and great for sunny_day.,Dinner,Lebanese,"indulgent,sunny_day,lebanese,dinner","tomatoes, onions, vegetables, beans, eggs, lentils, fish",56,59,115,11,318,3.4,4927,Hard,indulgent,sunny_day,1. Prepare ingredients. 2. Cook according to Lebanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1558.jpg
FOOD_01559,Italian Citrus Tart,Chef Lisa,A comforting italian dessert perfect for hangover. This comforting dish is nutritious and great for hangover.,Dessert,Italian,"comforting,hangover,italian,dessert","tomatoes, onions, mushrooms",18,75,93,1,468,3.8,4944,Medium,comforting,hangover,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1559.jpg
FOOD_01560,Moroccan Breakfast,Chef Maria,A energizing moroccan breakfast perfect for rainy_day. This energizing dish is satisfying and great for rainy_day.,Breakfast,Moroccan,"energizing,rainy_day,moroccan,breakfast","cheese, tomatoes, mushrooms, garlic, vegetables, potatoes, carrots, eggs, lentils",29,98,127,4,287,3.2,1068,Hard,energizing,rainy_day,1. Prepare ingredients. 2. Cook according to Moroccan tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1560.jpg
FOOD_01561,Indian Side Dish,Chef Lisa,A warming indian side dish perfect for picnic. This warming dish is satisfying and great for picnic.,Side Dish,Indian,"warming,picnic,indian,side dish","beans, bread, eggs, rice, garlic, mushrooms, beef, spinach, carrots",167,34,201,9,648,4.6,3874,Easy,warming,picnic,1. Prepare ingredients. 2. Cook according to Indian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1561.jpg
FOOD_01562,Lebanese Fish Curry,Chef David,A relaxing lebanese main course perfect for hangover. This relaxing dish is nutritious and great for hangover.,Main Course,Lebanese,"relaxing,hangover,lebanese,main course","fish, bread, potatoes, beans, onions, rice, tomatoes, spinach, lentils, chicken, carrots, herbs, pasta, eggs",64,35,99,5,725,4.0,229,Easy,relaxing,hangover,1. Prepare ingredients. 2. Cook according to Lebanese tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1562.jpg
FOOD_01563,Turkish Lunch,Chef Lisa,A relaxing turkish lunch perfect for date_night. This relaxing dish is flavorful and great for date_night.,Lunch,Turkish,"relaxing,date_night,turkish,lunch","chicken, spinach, beans, garlic, carrots, vegetables, herbs",161,34,195,4,731,4.5,316,Medium,relaxing,date_night,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1563.jpg
FOOD_01564,Peruvian Appetizer,Chef Lisa,A comforting peruvian appetizer perfect for rainy_day. This comforting dish is nutritious and great for rainy_day.,Appetizer,Peruvian,"comforting,rainy_day,peruvian,appetizer","carrots, garlic, tomatoes, fish, pasta, beans, eggs, mushrooms, potatoes, herbs, beef, bread, lentils",134,61,195,7,572,4.3,755,Hard,comforting,rainy_day,1. Prepare ingredients. 2. Cook according to Peruvian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1564.jpg
FOOD_01565,Turkish Chicken Soup,Chef Michael,A indulgent turkish soup perfect for movie_night. This indulgent dish is delicious and great for movie_night.,Soup,Turkish,"indulgent,movie_night,turkish,soup","lentils, vegetables, onions, beef, rice, mushrooms, herbs, tomatoes, spices, potatoes, garlic, beans, chicken, eggs",170,107,277,7,159,3.9,3741,Medium,indulgent,movie_night,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1565.jpg
FOOD_01566,Italian Dinner,Chef Michael,A indulgent italian dinner perfect for party. This indulgent dish is flavorful and great for party.,Dinner,Italian,"indulgent,party,italian,dinner","vegetables, eggs, cheese, garlic, rice, beans, spices, fish, herbs",39,104,143,10,800,4.6,1933,Medium,indulgent,party,1. Prepare ingredients. 2. Cook according to Italian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1566.jpg
FOOD_01567,Mediterranean Snack,Chef John,A warming mediterranean snack perfect for movie_night. This warming dish is satisfying and great for movie_night.,Snack,Mediterranean,"warming,movie_night,mediterranean,snack","spices, bread, mushrooms, beans, lentils, herbs, spinach, cheese",139,101,240,2,344,3.9,131,Hard,warming,movie_night,1. Prepare ingredients. 2. Cook according to Mediterranean tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1567.jpg
FOOD_01568,Spanish Salad,Chef Lisa,A warming spanish salad perfect for picnic. This warming dish is nutritious and great for picnic.,Salad,Spanish,"warming,picnic,spanish,salad","carrots, onions, herbs, spinach, eggs, rice, beef",166,14,180,4,666,4.5,2883,Easy,warming,picnic,1. Prepare ingredients. 2. Cook according to Spanish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1568.jpg
FOOD_01569,Indian Snack,Chef Lisa,A refreshing indian snack perfect for summer_day. This refreshing dish is nutritious and great for summer_day.,Snack,Indian,"refreshing,summer_day,indian,snack","eggs, vegetables, pasta, spinach, garlic, herbs, chicken, carrots, onions, beans, rice, fish, bread",86,72,158,9,784,3.1,2134,Easy,refreshing,summer_day,1. Prepare ingredients. 2. Cook according to Indian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1569.jpg
FOOD_01570,Turkish Salad,Chef Lisa,A healthy turkish salad perfect for family_dinner. This healthy dish is flavorful and great for family_dinner.,Salad,Turkish,"healthy,family_dinner,turkish,salad","rice, spices, pasta",106,113,219,1,294,4.1,1924,Easy,healthy,family_dinner,1. Prepare ingredients. 2. Cook according to Turkish tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1570.jpg
FOOD_01571,Mexican Appetizer,Chef David,A healthy mexican appetizer perfect for picnic. This healthy dish is delicious and great for picnic.,Appetizer,Mexican,"healthy,picnic,mexican,appetizer","cheese, beef, spices, rice, pasta, lentils, eggs",74,43,117,9,674,3.5,1208,Medium,healthy,picnic,1. Prepare ingredients. 2. Cook according to Mexican tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1571.jpg
FOOD_01572,Indian Sauce,Chef Maria,A cooling indian sauce perfect for date_night. This cooling dish is flavorful and great for date_night.,Sauce,Indian,"cooling,date_night,indian,sauce","beef, rice, spinach, pasta, spices, chicken, bread, fish, lentils, mushrooms, carrots, potatoes, tomatoes, herbs",152,38,190,5,213,4.2,1230,Medium,cooling,date_night,1. Prepare ingredients. 2. Cook according to Indian tradition. 3. Serve hot and enjoy!,https://example.com/food/recipe_1572.jpg
